IDS,Income,Solar energy,Num of members,Energy usage
3822,3,-2,1,1
3823,3,0,2,4
3824,1,0,2,1
3825,5,0,1,2
3826,1,0,4,3
3827,1,-2,2,1
3828,3,-2,2,1
3829,5,0,1,3
3830,4,0,1,3
3831,6,0,4,2
3832,2,0,3,4
3833,8,0,2,2
3834,4,0,2,4
3835,2,0,6,3
3836,5,0,2,3
3837,2,0,2,2
3838,1,0,3,3
3839,3,0,3,2
3840,1,-2,1,1
3841,4,0,2,4
3842,5,0,2,4
3843,3,0,1,3
3844,5,0,2,4
3845,7,0,4,1
3846,4,-2,1,1
3847,8,0,4,3
3848,8,0,3,2
3849,8,0,5,3
3850,6,0,7,4
3851,1,-2,1,2
3852,1,0,3,4
3853,2,0,2,3
3854,3,0,4,3
3855,3,0,2,4
3856,4,0,3,2
3857,1,-2,2,1
3858,5,0,4,3
3859,3,-2,2,3
3860,3,0,2,1
3861,1,0,1,2
3862,2,-2,3,4
3863,3,0,2,2
3864,2,0,1,4
3865,2,0,3,1
3866,7,0,4,4
3867,2,-2,1,1
3868,4,0,2,4
3869,3,0,4,3
3870,8,0,3,1
3871,1,0,1,3
3872,7,0,5,4
3873,4,0,4,4
3874,8,0,4,4
3875,1,-2,1,1
3876,2,0,3,2
3877,7,0,4,3
3878,1,0,1,4
3879,3,0,2,4
3880,4,0,2,4
3881,1,0,1,3
3882,1,0,3,1
3883,6,0,3,4
3884,7,0,2,2
3885,5,0,5,4
3886,4,0,3,2
3887,5,-2,3,1
3888,7,0,3,3
3889,3,0,2,2
3890,5,1,3,3
3891,1,0,3,3
3892,2,-2,3,1
3893,2,0,1,2
3894,3,0,2,3
3895,2,0,5,3
3896,2,0,5,3
3897,4,0,3,4
3898,4,0,3,1
3899,2,0,1,4
3900,2,-2,1,1
3901,1,0,4,4
3902,7,0,4,4
3903,7,0,2,4
3904,2,-2,5,3
3905,8,0,2,1
3906,1,-2,1,1
3907,1,-2,2,1
3908,2,0,2,4
3909,2,0,1,3
3910,2,0,4,4
3911,1,-2,4,1
3912,1,0,4,4
3913,3,0,2,2
3914,2,0,3,4
3915,7,0,2,4
3916,3,-2,2,2
3917,8,0,2,3
3918,4,0,5,3
3919,2,-2,2,1
3920,5,0,5,4
3921,8,0,3,2
3922,4,0,4,4
3923,3,0,1,2
3924,4,1,1,2
3925,5,0,2,3
3926,4,0,2,3
3927,2,-2,4,1
3928,6,-2,4,1
3929,3,1,3,4
3930,2,0,2,4
3931,1,0,2,3
3932,4,-2,1,1
3933,4,0,1,2
3934,7,-2,2,1
3935,3,0,2,2
3936,8,0,5,4
3937,1,0,1,2
3938,2,0,2,1
3939,4,0,2,4
3940,2,0,3,1
3941,6,0,2,3
3942,8,0,4,3
3943,7,0,2,3
3944,1,0,1,4
3945,1,0,1,2
3946,1,0,5,2
3947,1,0,2,3
3948,4,0,3,4
3949,6,0,3,2
3950,1,-2,1,2
3951,5,0,1,3
3952,4,-2,3,1
3953,6,0,2,4
3954,4,0,1,2
3955,4,1,2,3
3956,1,0,1,4
3957,2,0,1,1
3958,4,0,2,1
3959,6,0,7,2
3960,1,-2,5,2
3961,4,1,1,4
3962,3,0,2,2
3963,8,0,3,1
3964,8,-2,2,2
3965,1,-2,1,1
3966,2,0,5,2
3967,7,0,3,4
3968,1,0,3,2
3969,6,0,3,2
3970,3,0,1,1
3971,7,0,4,3
3972,2,0,2,2
3973,1,-2,2,3
3974,4,-2,6,1
3975,3,-2,3,1
3976,2,-2,1,1
3977,4,0,2,4
3978,2,0,1,1
3979,2,0,2,2
3980,2,-2,2,3
3981,1,-2,2,1
3982,2,0,1,1
3983,2,-2,2,1
3984,3,0,1,3
3985,2,-2,1,3
3986,3,0,2,2
3987,3,0,3,3
3988,2,-2,3,4
3989,4,0,2,4
3990,2,0,4,2
3991,8,0,4,3
3992,2,0,5,3
3993,5,0,4,4
3994,2,0,1,2
3995,2,0,2,3
3996,4,0,3,3
3997,4,-2,5,1
3998,2,0,1,3
3999,8,0,5,3
4000,3,0,2,3
4001,3,0,1,2
4002,1,0,2,2
4003,2,0,2,1
4004,4,-2,1,1
4005,3,0,1,3
4006,3,0,4,3
4007,6,0,2,4
4008,8,0,1,2
4009,4,0,2,2
4010,2,-2,5,1
4011,3,1,3,2
4012,1,-2,1,2
4013,4,0,2,1
4014,5,0,3,2
4015,8,1,2,3
4016,7,0,2,1
4017,1,0,7,4
4018,1,0,4,3
4019,6,0,3,4
4020,2,-2,2,1
4021,3,0,1,1
4022,3,0,4,2
4023,6,0,2,4
4024,4,0,4,3
4025,4,0,8,2
4026,2,0,1,4
4027,4,0,2,2
4028,2,0,2,1
4029,1,0,1,3
4030,5,0,1,3
4031,6,0,2,2
4032,3,0,1,1
4033,1,-2,3,2
4034,2,0,1,3
4035,3,0,3,3
4036,4,0,2,4
4037,3,0,3,3
4038,4,0,2,2
4039,3,0,1,3
4040,2,0,5,4
4041,6,0,6,1
4042,5,0,2,3
4043,1,-2,1,2
4044,2,0,2,3
4045,6,0,4,1
4046,8,0,2,2
4047,2,0,2,4
4048,3,0,3,3
4049,1,0,1,4
4050,3,0,4,3
4051,2,0,1,1
4052,3,0,3,3
4053,3,0,3,4
4054,2,0,1,2
4055,3,0,1,1
4056,5,0,4,4
4057,8,0,2,4
4058,3,0,2,4
4059,3,0,4,4
4060,2,0,4,2
4061,4,0,2,3
4062,6,0,1,1
4063,5,0,3,3
4064,1,0,2,3
4065,4,0,3,4
4066,3,0,4,3
4067,3,0,2,1
4068,5,0,4,2
4069,8,0,2,3
4070,8,0,2,4
4071,2,0,5,1
4072,2,-2,1,3
4073,2,-2,1,2
4074,5,0,3,2
4075,2,0,1,2
4076,5,0,1,4
4077,4,0,3,3
4078,2,0,2,2
4079,2,0,2,1
4080,8,0,2,4
4081,2,0,2,2
4082,1,0,1,2
4083,5,0,2,2
4084,5,-2,4,1
4085,4,0,1,1
4086,6,0,6,3
4087,6,0,3,2
4088,8,0,1,2
4089,7,0,4,4
4090,3,0,2,3
4091,5,0,3,4
4092,1,-2,4,2
4093,8,0,3,3
4094,8,0,5,4
4095,1,0,2,1
4096,8,0,3,4
4097,7,0,4,3
4098,1,0,2,3
4099,3,0,2,3
4100,3,0,2,1
4101,2,0,4,3
4102,4,-2,1,1
4103,6,0,1,3
4104,2,0,2,1
4105,8,0,5,2
4106,6,0,2,4
4107,2,-2,4,3
4108,8,-2,2,1
4109,3,0,4,1
4110,4,0,2,4
4111,2,0,5,4
4112,1,-2,1,2
4113,1,0,1,2
4114,1,0,2,1
4115,3,0,2,1
4116,2,0,1,3
4117,4,-2,5,4
4118,4,0,2,3
4119,2,0,3,1
4120,6,0,5,4
4121,1,-2,1,1
4122,5,0,2,4
4123,2,0,5,4
4124,4,0,1,4
4125,1,-2,1,1
4126,2,0,8,3
4127,2,-2,2,1
4128,2,0,2,1
4129,8,0,6,3
4130,1,-2,4,3
4131,3,0,5,2
4132,3,0,1,1
4133,1,0,2,2
4134,4,0,2,1
4135,3,0,1,4
4136,2,0,3,4
4137,3,0,1,3
4138,3,0,3,4
4139,3,-2,2,2
4140,3,0,1,3
4141,3,0,5,2
4142,4,-2,2,1
4143,8,-2,3,3
4144,1,0,1,2
4145,8,0,2,4
4146,7,0,2,4
4147,1,0,1,3
4148,1,0,3,2
4149,2,0,4,3
4150,2,0,1,3
4151,1,-2,3,1
4152,2,0,5,4
4153,2,0,2,3
4154,7,0,6,3
4155,1,0,1,1
4156,3,0,2,2
4157,6,0,2,2
4158,4,0,3,4
4159,6,0,1,1
4160,4,-2,10,1
4161,8,0,5,3
4162,2,-2,5,4
4163,3,0,5,2
4164,2,0,4,2
4165,8,0,3,2
4166,5,-2,2,3
4167,4,0,4,3
4168,2,0,1,2
4169,8,0,3,3
4170,6,-2,3,1
4171,8,0,4,4
4172,2,-2,1,2
4173,1,-2,1,1
4174,1,-2,1,1
4175,1,0,4,2
4176,1,0,1,1
4177,7,0,5,4
4178,1,-2,1,1
4179,3,0,2,3
4180,8,0,3,3
4181,2,-2,2,4
4182,4,0,3,3
4183,7,0,1,2
4184,8,0,4,1
4185,3,0,3,2
4186,3,0,2,3
4187,2,0,4,3
4188,6,0,3,4
4189,8,0,4,3
4190,5,0,2,3
4191,6,0,4,4
4192,1,0,2,3
4193,6,0,6,3
4194,2,0,1,3
4195,2,0,2,4
4196,6,-2,1,2
4197,3,0,2,2
4198,3,0,1,1
4199,2,0,1,2
4200,2,0,1,4
4201,2,0,2,2
4202,3,0,2,4
4203,4,0,2,3
4204,3,0,1,1
4205,2,0,2,4
4206,5,0,2,1
4207,1,-2,3,1
4208,8,0,3,2
4209,8,0,3,2
4210,4,0,2,3
4211,8,0,5,4
4212,1,-2,2,1
4213,5,0,3,4
4214,1,0,2,2
4215,6,0,2,2
4216,1,-2,2,2
4217,6,-2,1,1
4218,1,0,1,1
4219,8,0,4,3
4220,1,0,4,3
4221,3,0,2,3
4222,1,-2,1,2
4223,2,0,1,1
4224,6,0,4,4
4225,4,0,4,4
4226,7,0,1,4
4227,4,0,1,2
4228,2,0,7,2
4229,8,0,5,4
4230,6,0,4,4
4231,3,0,2,1
4232,2,0,2,4
4233,1,0,1,1
4234,4,0,2,3
4235,2,0,2,3
4236,6,0,3,3
4237,4,0,2,4
4238,2,0,5,2
4239,2,0,1,2
4240,8,0,2,3
4241,2,-2,1,2
4242,4,0,2,1
4243,5,0,2,4
4244,4,0,2,4
4245,4,-2,3,2
4246,5,0,3,4
4247,4,0,4,3
4248,1,-2,2,1
4249,2,-2,1,2
4250,3,-2,2,1
4251,8,0,4,1
4252,3,0,3,3
4253,6,-2,2,1
4254,3,0,3,3
4255,4,0,2,1
4256,3,0,5,2
4257,3,-2,1,2
4258,4,-2,1,2
4259,2,0,4,2
4260,3,0,2,3
4261,1,0,2,2
4262,2,0,1,2
4263,4,0,2,4
4264,5,0,2,1
4265,3,0,2,1
4266,3,0,3,4
4267,3,-2,5,1
4268,4,0,2,4
4269,3,0,2,2
4270,7,0,5,3
4271,2,0,2,2
4272,5,0,3,4
4273,5,0,2,1
4274,1,0,4,4
4275,2,-2,2,1
4276,6,0,4,2
4277,3,0,3,3
4278,1,0,2,2
4279,1,0,1,1
4280,8,0,2,4
4281,1,-2,4,2
4282,8,0,2,4
4283,2,-2,1,1
4284,2,0,7,4
4285,1,0,2,1
4286,2,1,2,2
4287,3,-2,2,1
4288,3,0,2,2
4289,2,0,1,4
4290,2,-2,1,1
4291,1,0,2,4
4292,1,0,1,4
4293,2,0,1,3
4294,4,0,5,3
4295,2,0,3,3
4296,1,0,3,3
4297,8,0,4,3
4298,7,0,3,4
4299,4,0,2,1
4300,2,0,3,2
4301,1,0,3,2
4302,3,0,1,2
4303,8,0,2,2
4304,3,-2,1,4
4305,6,-2,3,3
4306,2,-2,2,1
4307,3,0,1,2
4308,8,0,4,4
4309,1,0,2,1
4310,8,0,2,4
4311,3,0,2,4
4312,3,0,1,2
4313,2,0,3,3
4314,8,0,5,3
4315,6,-2,1,1
4316,3,0,2,3
4317,3,0,1,3
4318,3,0,6,4
4319,2,-2,1,2
4320,7,0,7,3
4321,7,0,3,4
4322,2,-2,1,3
4323,8,0,2,3
4324,3,0,1,4
4325,2,0,1,1
4326,7,-2,2,1
4327,2,0,4,3
4328,1,0,3,4
4329,8,0,2,3
4330,6,1,2,3
4331,3,0,3,3
4332,3,0,4,2
4333,2,0,2,4
4334,1,0,3,4
4335,6,0,2,3
4336,5,0,2,4
4337,8,0,2,1
4338,2,-2,2,2
4339,1,0,4,2
4340,7,0,4,3
4341,5,-2,2,4
4342,6,-2,3,1
4343,4,0,2,4
4344,1,-2,1,1
4345,1,-2,1,1
4346,7,-2,2,2
4347,5,-2,2,1
4348,5,0,7,4
4349,5,0,2,3
4350,6,0,2,4
4351,2,-2,3,1
4352,1,0,6,1
4353,3,0,2,2
4354,3,0,4,1
4355,2,0,3,4
4356,3,0,2,1
4357,2,0,1,1
4358,2,0,2,3
4359,5,0,1,1
4360,2,0,2,3
4361,4,0,1,2
4362,2,-2,1,1
4363,4,0,2,3
4364,2,-2,1,1
4365,2,0,2,2
4366,3,0,3,4
4367,1,-2,1,1
4368,2,0,2,1
4369,2,0,1,1
4370,4,0,2,4
4371,4,-2,4,2
4372,2,0,2,3
4373,2,0,2,1
4374,2,0,2,3
4375,2,0,2,2
4376,5,0,4,4
4377,8,0,1,3
4378,2,0,2,4
4379,2,0,5,4
4380,2,-2,1,1
4381,2,0,2,2
4382,1,0,3,3
4383,5,0,2,1
4384,2,0,1,2
4385,1,0,1,3
4386,2,0,4,4
4387,4,0,3,4
4388,1,-2,4,2
4389,4,0,5,4
4390,1,-2,1,1
4391,3,0,1,2
4392,7,0,2,4
4393,5,0,3,2
4394,4,-2,2,1
4395,4,0,5,4
4396,1,-2,3,1
4397,4,0,2,1
4398,3,-2,1,1
4399,5,1,4,3
4400,2,0,2,1
4401,1,0,3,3
4402,4,0,3,2
4403,2,0,2,2
4404,7,0,2,2
4405,3,0,5,2
4406,3,0,1,2
4407,1,-2,1,1
4408,1,0,12,4
4409,6,0,2,3
4410,5,0,3,4
4411,7,0,4,3
4412,2,0,1,2
4413,2,0,4,1
4414,7,0,2,3
4415,8,0,2,1
4416,6,0,4,3
4417,4,0,4,2
4418,4,0,4,3
4419,2,0,4,4
4420,3,0,1,1
4421,8,0,4,2
4422,3,0,4,2
4423,3,-2,2,1
4424,2,0,1,3
4425,7,0,5,3
4426,8,-2,1,1
4427,2,-2,2,1
4428,2,0,2,2
4429,4,-2,2,4
4430,6,0,4,1
4431,8,0,4,1
4432,1,0,5,4
4433,3,0,2,4
4434,2,0,1,2
4435,8,0,4,4
4436,3,0,2,4
4437,8,0,5,2
4438,2,0,2,3
4439,4,0,2,3
4440,1,-2,1,1
4441,4,-2,2,1
4442,7,0,2,2
4443,1,-2,6,4
4444,2,0,1,1
4445,4,0,1,1
4446,7,1,4,4
4447,6,0,3,2
4448,4,-2,2,2
4449,6,0,6,4
4450,1,0,1,2
4451,4,0,2,3
4452,8,0,2,4
4453,1,0,2,3
4454,2,0,2,2
4455,6,0,4,4
4456,2,0,2,2
4457,7,0,3,2
4458,2,0,1,2
4459,2,0,2,3
4460,1,0,1,1
4461,3,-2,4,3
4462,1,0,1,3
4463,4,0,5,4
4464,3,-2,3,3
4465,2,0,4,4
4466,5,0,2,2
4467,5,0,2,4
4468,5,0,2,1
4469,5,0,5,4
4470,4,0,2,1
4471,2,0,1,4
4472,8,-2,2,1
4473,5,0,2,4
4474,1,-2,1,1
4475,2,0,1,1
4476,1,-2,2,1
4477,4,0,2,2
4478,5,0,4,3
4479,1,-2,1,1
4480,1,-2,3,1
4481,8,0,5,4
4482,1,0,3,2
4483,4,0,2,4
4484,2,0,2,3
4485,1,0,3,4
4486,3,-2,3,1
4487,7,0,3,3
4488,4,-2,1,2
4489,8,0,2,4
4490,8,0,5,4
4491,1,-2,1,2
4492,6,0,3,3
4493,2,-2,3,3
4494,4,0,4,3
4495,2,0,2,2
4496,1,0,3,4
4497,1,-2,2,1
4498,4,0,2,2
4499,8,0,3,1
4500,6,0,4,3
4501,4,0,1,1
4502,5,0,5,4
4503,6,0,4,3
4504,4,0,2,2
4505,5,0,2,3
4506,4,0,5,3
4507,5,0,3,3
4508,1,-2,1,1
4509,2,0,3,2
4510,4,0,2,4
4511,8,0,2,3
4512,8,0,4,4
4513,7,0,2,2
4514,7,0,2,3
4515,3,0,4,3
4516,4,0,1,4
4517,2,0,2,2
4518,4,-2,2,1
4519,2,0,1,1
4520,8,1,2,3
4521,2,0,2,3
4522,5,0,3,3
4523,3,0,2,3
4524,4,-2,1,1
4525,3,0,5,3
4526,7,0,3,1
4527,8,0,2,3
4528,4,0,2,2
4529,2,0,3,4
4530,4,0,3,2
4531,1,0,4,2
4532,3,0,3,3
4533,3,0,2,4
4534,4,0,2,2
4535,3,0,2,3
4536,3,0,5,4
4537,8,0,2,1
4538,1,-2,2,4
4539,3,0,3,2
4540,6,0,4,3
4541,8,1,2,2
4542,8,0,8,3
4543,2,0,2,1
4544,4,0,5,4
4545,2,0,2,2
4546,3,0,2,4
4547,8,0,4,4
4548,2,0,2,4
4549,2,-2,2,1
4550,2,0,4,2
4551,2,0,3,4
4552,4,0,2,3
4553,3,-2,1,1
4554,2,0,2,4
4555,6,0,1,2
4556,6,0,2,4
4557,1,-2,1,1
4558,5,0,4,2
4559,7,0,4,4
4560,8,0,1,1
4561,2,0,2,4
4562,3,0,3,4
4563,5,0,3,4
4564,6,1,2,4
4565,1,0,5,4
4566,4,-2,3,3
4567,4,0,1,3
4568,3,0,5,4
4569,7,0,2,1
4570,2,0,2,1
4571,2,0,2,4
4572,1,0,5,3
4573,1,-2,1,1
4574,5,0,4,2
4575,5,0,2,4
4576,5,0,2,3
4577,1,0,3,3
4578,5,0,2,3
4579,2,0,3,4
4580,4,0,4,3
4581,2,-2,1,1
4582,2,-2,1,1
4583,5,0,4,3
4584,2,0,4,3
4585,6,0,4,4
4586,4,0,2,2
4587,2,-2,1,1
4588,5,0,1,2
4589,2,-2,1,1
4590,4,0,4,3
4591,2,-2,1,1
4592,2,0,2,3
4593,5,0,5,4
4594,4,-2,1,1
4595,3,0,1,4
4596,5,0,3,2
4597,2,0,2,2
4598,3,0,9,1
4599,4,0,2,2
4600,1,0,1,1
4601,2,-2,4,3
4602,1,0,1,3
4603,2,0,2,3
4604,2,0,3,3
4605,1,-2,1,1
4606,1,-2,1,1
4607,6,-2,1,1
4608,3,0,2,4
4609,2,0,2,4
4610,8,0,4,1
4611,3,0,3,3
4612,4,0,2,4
4613,5,0,4,4
4614,7,0,3,4
4615,1,0,1,4
4616,1,-2,1,1
4617,5,0,3,3
4618,1,-2,1,1
4619,2,-2,1,4
4620,2,0,1,3
4621,2,0,2,3
4622,2,0,4,2
4623,6,0,2,3
4624,3,0,4,1
4625,3,0,2,4
4626,2,0,1,1
4627,8,0,3,2
4628,8,1,3,3
4629,3,-2,2,1
4630,4,0,2,4
4631,5,0,2,3
4632,3,0,5,4
4633,7,0,2,1
4634,1,-2,2,4
4635,8,0,4,4
4636,8,0,2,4
4637,8,0,1,3
4638,8,0,2,3
4639,6,0,3,3
4640,2,0,2,4
4641,2,-2,2,1
4642,8,0,2,1
4643,2,-2,3,2
4644,2,-2,2,3
4645,2,0,1,2
4646,6,0,2,2
4647,5,0,4,4
4648,6,-2,2,2
4649,4,-2,3,3
4650,4,0,4,3
4651,8,0,4,3
4652,1,0,2,4
4653,3,0,6,2
4654,1,0,1,2
4655,3,0,1,2
4656,1,-2,5,2
4657,2,0,3,1
4658,1,-2,3,2
4659,7,0,5,3
4660,1,0,6,3
4661,4,0,1,2
4662,7,-2,1,2
4663,1,0,1,1
4664,1,-2,3,1
4665,4,0,2,4
4666,7,0,2,4
4667,4,0,2,4
4668,7,-2,3,1
4669,2,-2,2,1
4670,6,-2,3,2
4671,2,0,2,1
4672,2,0,2,3
4673,4,-2,1,1
4674,8,0,8,4
4675,3,0,2,2
4676,4,-2,1,1
4677,3,0,1,4
4678,1,0,6,2
4679,1,0,4,2
4680,3,0,2,3
4681,2,0,2,2
4682,8,0,2,4
4683,2,0,4,1
4684,8,1,2,4
4685,2,0,2,3
4686,8,0,2,3
4687,1,0,2,2
4688,7,0,3,1
4689,6,0,3,4
4690,2,0,2,1
4691,1,0,3,1
4692,4,0,2,4
4693,2,0,1,3
4694,2,0,2,2
4695,1,-2,3,3
4696,3,0,5,1
4697,8,0,2,4
4698,1,0,4,3
4699,7,0,4,4
4700,4,0,2,1
4701,5,-2,2,1
4702,3,0,1,2
4703,1,-2,5,3
4704,3,0,3,2
4705,4,0,4,4
4706,8,0,5,4
4707,8,0,6,4
4708,4,-2,1,1
4709,5,0,4,3
4710,1,-2,3,1
4711,6,0,1,2
4712,5,0,3,3
4713,3,-2,2,3
4714,2,0,4,3
4715,4,0,3,4
4716,1,0,1,2
4717,4,0,3,4
4718,3,0,3,2
4719,3,-2,3,1
4720,8,0,2,1
4721,2,-2,2,1
4722,6,0,4,4
4723,3,0,1,1
4724,8,0,6,3
4725,7,0,7,4
4726,3,-2,2,2
4727,3,0,2,1
4728,2,0,2,3
4729,5,0,3,1
4730,5,0,5,4
4731,1,-2,4,3
4732,5,0,2,2
4733,5,-2,2,2
4734,2,-2,2,1
4735,2,-2,1,1
4736,6,0,3,4
4737,6,0,3,3
4738,8,-2,5,2
4739,8,0,2,4
4740,2,0,6,4
4741,8,0,3,3
4742,1,-2,3,3
4743,4,0,2,3
4744,2,0,2,2
4745,2,0,2,3
4746,2,-2,2,1
4747,5,0,2,2
4748,7,0,3,3
4749,5,0,6,4
4750,1,0,3,2
4751,2,0,1,1
4752,1,0,1,4
4753,1,-2,2,1
4754,7,0,2,4
4755,5,0,2,2
4756,2,0,1,1
4757,3,0,2,2
4758,3,0,4,4
4759,5,-2,2,1
4760,2,0,1,2
4761,2,-2,3,1
4762,2,0,3,4
4763,2,0,3,2
4764,2,-2,2,1
4765,8,0,2,2
4766,1,-2,1,1
4767,8,0,3,3
4768,1,0,3,2
4769,1,-2,1,1
4770,2,-2,3,1
4771,1,-2,1,2
4772,3,0,1,2
4773,5,0,3,3
4774,2,0,2,4
4775,4,-2,2,1
4776,4,0,2,4
4777,2,-2,3,2
4778,3,0,2,3
4779,6,0,2,4
4780,4,0,3,1
4781,5,0,1,4
4782,3,0,3,3
4783,5,0,5,3
4784,5,0,3,3
4785,2,0,2,1
4786,2,0,4,4
4787,5,0,2,3
4788,3,-2,2,1
4789,1,0,4,4
4790,8,0,1,3
4791,6,-2,1,1
4792,4,0,3,2
4793,1,-2,2,3
4794,1,-2,2,2
4795,2,-2,1,1
4796,3,0,6,3
4797,5,0,3,3
4798,1,-2,1,1
4799,5,0,2,4
4800,8,0,3,3
4801,1,0,2,2
4802,2,0,1,1
4803,3,0,2,3
4804,1,0,2,4
4805,8,0,1,2
4806,1,-2,3,1
4807,2,0,2,3
4808,5,0,1,1
4809,1,0,2,1
4810,1,-2,1,3
4811,3,0,2,4
4812,5,0,1,3
4813,6,0,2,4
4814,1,0,2,2
4815,1,-2,6,4
4816,3,0,1,1
4817,8,0,2,4
4818,4,-2,1,2
4819,6,0,3,4
4820,1,0,1,2
4821,5,0,2,4
4822,3,0,1,1
4823,4,0,1,1
4824,4,0,1,4
4825,3,0,3,4
4826,6,0,4,3
4827,5,-2,2,1
4828,2,-2,2,2
4829,4,0,3,4
4830,2,0,2,3
4831,8,-2,2,1
4832,1,-2,1,2
4833,1,-2,1,2
4834,3,0,2,2
4835,1,0,1,3
4836,5,0,3,4
4837,1,0,5,3
4838,1,-2,1,1
4839,3,0,2,4
4840,2,0,1,3
4841,7,0,2,4
4842,3,-2,5,4
4843,1,0,2,1
4844,5,0,7,4
4845,2,0,3,1
4846,1,0,1,1
4847,2,0,3,4
4848,6,0,5,3
4849,3,0,2,1
4850,3,0,2,2
4851,2,0,2,2
4852,2,-2,1,1
4853,1,0,5,2
4854,2,0,4,3
4855,2,0,1,4
4856,8,0,6,3
4857,1,0,1,1
4858,3,0,1,2
4859,1,-2,1,1
4860,2,-2,3,4
4861,3,0,3,3
4862,4,0,2,2
4863,3,0,1,3
4864,1,0,2,2
4865,8,0,3,4
4866,4,0,5,4
4867,2,0,2,4
4868,2,0,1,2
4869,3,0,2,3
4870,5,0,3,2
4871,8,0,4,3
4872,2,0,2,2
4873,3,0,2,4
4874,7,0,4,1
4875,4,0,2,3
4876,4,0,2,2
4877,8,0,2,3
4878,2,0,2,3
4879,2,0,3,3
4880,2,0,1,3
4881,4,0,2,4
4882,6,0,2,4
4883,8,0,5,3
4884,5,0,2,2
4885,6,0,2,4
4886,2,-2,5,1
4887,4,-2,1,1
4888,1,0,1,1
4889,2,0,2,3
4890,1,0,1,4
4891,2,0,1,2
4892,8,0,4,2
4893,8,0,6,4
4894,2,0,4,4
4895,6,0,2,4
4896,2,0,2,4
4897,3,0,3,4
4898,6,0,3,3
4899,5,0,8,4
4900,4,0,2,1
4901,1,0,2,4
4902,2,0,2,1
4903,4,0,2,2
4904,2,0,2,4
4905,6,0,4,1
4906,5,0,2,1
4907,3,0,2,4
4908,4,0,2,3
4909,1,0,3,4
4910,4,0,2,2
4911,8,0,5,4
4912,5,0,2,1
4913,7,0,2,3
4914,3,0,2,3
4915,3,0,1,2
4916,7,0,3,2
4917,6,0,5,3
4918,2,0,6,2
4919,2,0,7,4
4920,1,0,1,1
4921,2,-2,3,2
4922,4,0,4,4
4923,8,1,2,2
4924,4,0,5,2
4925,4,0,4,3
4926,2,0,2,3
4927,1,-2,3,3
4928,8,0,2,3
4929,2,0,2,3
4930,8,0,3,1
4931,3,0,1,1
4932,1,0,1,2
4933,1,0,7,3
4934,5,0,4,3
4935,3,0,1,1
4936,1,0,2,3
4937,3,0,4,4
4938,7,0,2,2
4939,8,0,2,2
4940,1,-2,6,1
4941,1,-2,1,1
4942,3,0,4,2
4943,3,-2,2,1
4944,5,0,4,4
4945,8,0,4,4
4946,4,0,7,4
4947,2,0,7,4
4948,8,-2,3,4
4949,8,0,3,4
4950,3,0,4,4
4951,2,-2,3,1
4952,4,-2,2,1
4953,1,-2,1,3
4954,5,0,2,1
4955,4,0,2,3
4956,2,0,3,3
4957,8,0,4,3
4958,5,0,4,3
4959,4,0,4,3
4960,2,0,1,1
4961,3,0,3,4
4962,6,0,2,4
4963,4,0,3,3
4964,6,0,5,3
4965,2,0,2,3
4966,1,-2,1,1
4967,2,0,1,2
4968,7,0,3,2
4969,2,0,1,1
4970,5,0,2,3
4971,2,-2,3,1
4972,2,0,1,1
4973,2,0,3,2
4974,8,0,3,4
4975,2,0,1,1
4976,1,-2,5,1
4977,2,-2,2,1
4978,1,0,3,4
4979,8,0,3,4
4980,3,0,3,3
4981,8,1,6,4
4982,6,0,2,1
4983,3,0,2,3
4984,2,0,2,4
4985,4,0,3,3
4986,3,0,1,1
4987,3,0,2,3
4988,4,0,2,4
4989,8,0,4,4
4990,3,0,2,2
4991,3,0,2,4
4992,7,0,3,2
4993,2,-2,1,1
4994,5,0,1,1
4995,3,0,3,3
4996,3,0,2,3
4997,2,0,6,3
4998,2,-2,2,1
4999,2,0,1,3
5000,1,-2,2,2
5001,5,0,1,1
5002,5,0,2,1
5003,8,0,1,2
5004,1,-2,3,2
5005,5,0,4,1
5006,2,0,1,1
5007,2,0,2,2
5008,1,0,5,3
5009,7,0,2,3
5010,7,0,1,4
5011,3,-2,5,2
5012,3,-2,5,3
5013,2,0,1,2
5014,1,0,1,2
5015,5,0,2,3
5016,8,0,7,4
5017,2,0,2,4
5018,3,0,2,2
5019,4,0,4,3
5020,1,0,1,1
5021,4,0,2,2
5022,6,0,4,4
5023,2,0,6,1
5024,2,0,4,3
5025,3,-2,4,1
5026,2,-2,6,1
5027,2,-2,1,1
5028,7,0,2,1
5029,5,0,5,2
5030,8,0,2,4
5031,3,0,3,4
5032,4,0,3,4
5033,5,0,1,1
5034,5,0,2,3
5035,8,0,2,4
5036,2,-2,3,4
5037,1,0,2,2
5038,3,0,2,1
5039,1,0,5,4
5040,1,0,3,2
5041,2,0,4,2
5042,4,0,1,3
5043,8,0,4,2
5044,2,-2,5,2
5045,3,-2,3,1
5046,2,0,1,3
5047,2,0,2,3
5048,5,0,2,1
5049,3,0,2,2
5050,5,0,2,3
5051,1,0,1,3
5052,5,-2,4,1
5053,5,0,1,1
5054,5,0,3,4
5055,3,0,3,3
5056,2,0,3,2
5057,1,0,2,4
5058,3,0,3,3
5059,2,0,2,2
5060,2,0,2,2
5061,5,-2,2,1
5062,2,0,1,1
5063,3,0,2,4
5064,1,-2,1,1
5065,2,-2,1,2
5066,2,-2,4,1
5067,4,0,2,3
5068,8,0,3,3
